T1: 1(0.65), 3(0.74), 5(0.83), 7(0.6), 9(0.61), 11(0.93), 13(0.76), 15(0.74), 17(0.8), 19(0.5), 21(0.58), 23(0.58), 25(0.86), 27(0.75), 29(0.85), 31(0.53), 34(0.68), 36(0.7), 38(0.62), 40(0.86), 42(0.65), 44(0.58), 46(0.67), 48(0.74), 50(0.66), 52(0.67), 54(0.89), 56(0.51), 58(0.86), 60(0.88), 62(0.93), 64(0.55), 66(0.78), 68(0.74), 70(0.74), 72(0.91), 74(0.69)
T3181: 2(0.55), 4(0.91), 5(0.8), 7(0.68), 9(0.7), 11(0.6), 13(0.62), 16(0.84), 17(0.87), 19(0.87), 21(0.67), 23(0.85), 26(0.62), 28(0.9), 29(0.67), 33(0.72), 34(0.97), 36(0.96), 38(0.74), 40(0.82), 42(0.95), 44(0.79), 46(0.81), 49(0.93), 51(0.93), 52(0.53), 54(0.85), 56(0.62), 58(0.73), 61(0.57), 62(0.93), 64(0.82), 67(0.59), 68(0.93), 70(0.76), 73(0.87), 74(0.53)
T3182: 2(0.81), 4(0.53), 5(1.0), 7(0.63), 9(0.86), 11(0.81), 13(0.61), 16(0.9), 17(0.71), 19(0.59), 21(0.52), 23(0.55), 26(0.96), 28(0.68), 29(0.7), 33(0.51), 34(0.73), 36(0.69), 38(0.92), 40(0.71), 42(1.0), 44(0.7), 46(0.98), 49(0.87), 50(0.52), 52(0.75), 54(0.79), 56(0.59), 58(0.86), 61(0.84), 62(0.96), 64(0.77), 67(0.77), 68(0.61), 70(0.59), 73(0.57), 74(0.76)
T3183: 2(0.79), 4(0.6), 5(0.52), 7(0.65), 9(0.97), 11(0.81), 13(0.54), 16(0.82), 17(0.62), 19(0.69), 21(0.85), 23(0.88), 26(0.74), 28(0.61), 29(0.9), 31(0.66), 34(0.73), 36(0.66), 38(0.8), 40(0.73), 42(0.53), 44(0.76), 46(0.81), 49(0.84), 50(0.86), 52(0.56), 54(0.86), 56(0.77), 58(0.54), 61(0.74), 62(0.98), 64(0.52), 67(0.87), 68(0.67), 70(0.72), 73(0.51), 74(0.92)
T3184: 2(0.56), 4(0.98), 5(0.53), 7(0.64), 9(0.57), 12(0.73), 13(0.75), 16(0.58), 17(0.94), 20(0.78), 21(0.86), 23(0.9), 26(0.94), 27(0.81), 29(0.88), 33(0.7), 34(0.69), 36(0.52), 38(0.66), 40(0.99), 42(0.5), 44(0.9), 47(0.93), 48(0.77), 50(0.58), 52(0.73), 54(0.8), 56(0.77), 58(0.99), 61(0.69), 62(0.96), 64(0.6), 67(0.92), 68(0.6), 70(0.52), 73(0.89), 74(0.79)
T3185: 2(0.84), 4(0.81), 5(0.89), 7(0.76), 9(0.75), 12(0.85), 13(0.83), 16(0.98), 17(0.63), 20(0.59), 21(0.56), 23(0.74), 26(0.94), 27(0.64), 29(0.72), 31(0.57), 34(0.64), 36(0.72), 38(0.68), 40(0.82), 42(0.89), 44(0.66), 47(0.66), 48(0.99), 50(0.63), 52(0.92), 54(0.93), 56(0.57), 58(0.86), 61(0.69), 62(0.56), 64(0.76), 67(0.8), 68(0.58), 70(0.72), 73(0.96), 74(0.91)
T3186: 2(0.59), 3(0.82), 5(0.87), 7(0.56), 9(0.84), 12(0.61), 13(0.73), 16(0.82), 17(0.77), 20(0.87), 21(0.78), 23(0.63), 26(0.66), 27(0.92), 29(0.99), 31(0.8), 34(0.89), 36(0.65), 39(0.95), 40(0.85), 42(0.56), 44(0.92), 47(0.72), 48(0.63), 50(0.99), 52(0.5), 54(0.72), 56(0.87), 58(0.95), 61(0.79), 62(0.76), 64(0.77), 67(0.6), 68(0.51), 70(0.79), 73(0.65), 74(0.99)
T3187: 2(0.88), 4(0.67), 5(0.7), 7(0.81), 9(0.73), 12(0.8), 13(0.9), 16(0.68), 17(0.81), 20(0.72), 21(0.81), 23(0.53), 26(0.58), 27(0.78), 29(0.59), 33(0.84), 34(0.67), 36(0.7), 39(0.95), 40(0.7), 42(0.94), 44(0.69), 47(0.72), 48(0.99), 51(0.55), 52(0.59), 54(0.53), 56(0.53), 58(0.61), 61(0.8), 62(0.52), 64(0.95), 67(0.53), 68(0.91), 70(0.72), 73(0.63), 74(0.92)
T3188: 2(0.57), 3(0.89), 5(0.55), 7(0.93), 10(0.73), 11(0.71), 13(0.87), 16(0.77), 18(0.77), 20(0.86), 21(0.83), 23(0.9), 26(0.73), 27(0.94), 29(0.77), 32(0.83), 34(0.66), 36(0.89), 38(0.52), 40(0.75), 42(0.59), 44(0.56), 46(0.79), 48(0.82), 50(0.71), 52(0.86), 54(0.98), 56(0.93), 58(0.97), 61(0.64), 62(0.63), 64(0.75), 67(0.94), 68(0.87), 71(0.91), 73(0.78), 74(0.88)
T3189: 2(0.71), 3(0.73), 5(0.52), 7(0.65), 10(0.52), 11(0.95), 13(0.72), 16(0.72), 18(0.87), 20(0.82), 21(0.87), 23(0.81), 26(0.82), 27(0.71), 29(0.72), 32(0.78), 34(0.93), 36(0.81), 38(0.8), 40(0.66), 42(0.95), 44(0.58), 47(1.0), 48(0.93), 50(0.9), 52(0.81), 54(0.8), 56(0.51), 58(0.62), 61(0.52), 62(0.62), 64(0.92), 67(0.55), 68(0.79), 70(0.66), 73(0.63), 74(0.86)
T3190: 2(0.54), 3(0.96), 5(0.82), 7(0.78), 10(0.77), 11(0.56), 13(0.9), 16(0.53), 18(0.86), 20(0.73), 21(0.82), 23(0.62), 26(0.96), 27(0.86), 29(0.74), 32(0.94), 34(0.57), 36(0.58), 39(0.51), 40(0.83), 42(0.93), 44(0.57), 46(0.55), 48(0.61), 51(0.56), 52(0.84), 54(0.75), 56(0.78), 58(0.99), 61(0.77), 62(0.64), 64(0.93), 67(0.94), 68(0.61), 71(0.99), 73(0.8), 74(0.56)
T3191: 2(0.96), 3(0.73), 5(0.94), 7(0.77), 9(0.98), 11(0.88), 13(0.86), 16(0.58), 17(0.65), 19(0.81), 21(0.61), 23(0.71), 26(0.98), 27(0.73), 29(0.57), 31(0.85), 34(0.78), 36(0.58), 38(0.9), 40(0.57), 43(0.62), 44(0.94), 46(0.65), 49(0.7), 50(0.97), 52(0.66), 54(0.9), 56(0.67), 58(0.94), 61(0.74), 62(0.53), 64(0.55), 67(0.56), 68(0.82), 70(0.75), 73(0.74), 74(0.75)
T3192: 2(0.67), 4(0.51), 5(0.59), 7(0.64), 9(0.84), 11(0.91), 13(0.52), 16(0.6), 17(0.7), 19(0.96), 21(0.91), 23(0.79), 26(0.55), 27(0.64), 29(0.53), 33(0.51), 34(0.76), 36(0.57), 38(0.86), 40(0.9), 42(0.71), 44(0.6), 46(0.83), 49(0.69), 51(0.51), 52(0.59), 54(0.96), 56(0.72), 58(0.63), 61(0.54), 62(0.71), 64(0.6), 67(0.59), 68(0.71), 70(0.82), 73(0.55), 74(0.52)
T3193: 2(0.94), 4(0.69), 5(0.74), 7(0.53), 9(0.68), 11(0.53), 13(0.62), 16(0.64), 17(0.62), 19(0.55), 21(0.81), 23(0.92), 26(0.77), 27(0.89), 29(0.8), 33(0.91), 34(0.62), 36(0.59), 38(0.94), 40(0.63), 42(0.78), 44(0.57), 46(0.81), 49(0.93), 50(0.93), 52(0.54), 54(0.79), 56(0.98), 58(0.99), 61(0.85), 62(0.53), 64(0.88), 67(0.75), 68(0.6), 70(0.98), 73(0.93), 74(0.98)
T3194: 2(0.85), 4(0.67), 5(0.73), 7(0.6), 9(0.68), 11(0.96), 13(0.88), 16(0.57), 17(0.56), 19(0.67), 21(0.74), 23(0.65), 26(0.72), 27(0.54), 29(0.94), 31(0.88), 34(0.86), 36(0.93), 38(0.84), 40(0.87), 42(0.86), 44(0.73), 46(0.52), 49(0.64), 50(0.57), 52(0.92), 54(0.54), 56(0.62), 58(0.51), 61(0.72), 62(0.82), 64(0.51), 67(0.58), 68(0.96), 70(0.93), 73(0.6), 74(0.89)
T3195: 2(0.66), 4(0.79), 5(0.72), 8(0.67), 9(0.64), 11(0.86), 13(0.82), 16(0.9), 17(0.72), 19(0.53), 21(0.53), 23(0.97), 26(0.78), 27(0.89), 30(0.58), 33(0.6), 35(0.64), 36(0.75), 38(0.63), 40(0.84), 42(0.62), 44(0.69), 46(0.56), 48(0.83), 51(0.84), 52(0.65), 54(0.8), 56(0.89), 58(0.59), 61(0.78), 62(0.9), 64(0.6), 67(0.96), 68(0.6), 71(0.93), 73(0.7), 74(0.9)
T3196: 2(0.6), 4(0.75), 5(0.52), 8(0.81), 9(0.58), 11(0.78), 13(0.64), 16(0.59), 17(0.83), 19(0.58), 21(0.62), 23(0.79), 26(0.7), 27(0.71), 30(0.73), 31(0.6), 35(0.55), 36(0.82), 38(0.56), 40(0.96), 42(0.86), 44(0.84), 46(0.99), 48(0.73), 51(0.58), 52(0.71), 54(0.92), 56(0.66), 58(0.75), 61(0.99), 62(0.64), 64(0.75), 67(1.0), 68(0.68), 71(0.68), 73(0.59), 74(0.89)
T3197: 1(0.42), 2(0.61), 5(0.42), 8(0.27), 9(0.37), 10(0.38), 11(0.38), 14(0.87), 17(0.25), 21(0.54), 23(0.89), 27(0.42), 31(0.50), 36(0.48), 40(0.42), 41(0.16), 46(0.63), 50(0.49), 51(0.27), 52(0.63), 53(0.77), 55(0.60), 60(0.27), 63(0.48), 64(0.60), 65(0.55), 66(0.20), 67(0.86), 69(0.75), 70(0.68), 74(0.82), 75(0.57)
T3198: 2(0.36), 4(0.50), 6(0.19), 8(0.63), 9(0.71), 12(0.40), 17(0.65), 19(0.27), 20(0.13), 21(0.30), 22(0.19), 26(0.58), 28(0.87), 31(0.28), 32(0.78), 34(0.53), 35(0.85), 36(0.60), 37(0.84), 39(0.81), 41(0.57), 42(0.14), 43(0.43), 46(0.84), 48(0.82), 49(0.56), 51(0.36), 52(0.18), 53(0.29), 54(0.72), 55(0.47), 56(0.68), 57(0.50), 58(0.15), 59(0.19), 61(0.30), 71(0.24), 72(0.26), 73(0.50), 75(0.37)
T3199: 2(0.36), 3(0.83), 4(0.48), 9(0.75), 10(0.16), 13(0.88), 16(0.41), 18(0.52), 19(0.88), 20(0.84), 23(0.67), 25(0.75), 26(0.73), 27(0.29), 28(0.15), 29(0.67), 30(0.67), 32(0.23), 36(0.65), 38(0.79), 41(0.79), 42(0.32), 44(0.33), 46(0.58), 47(0.40), 48(0.19), 50(0.85), 51(0.44), 54(0.21), 55(0.41), 58(0.63), 61(0.39), 62(0.62), 63(0.84), 65(0.68), 67(0.38), 68(0.70), 69(0.73), 71(0.28)
T3200: 2(0.63), 3(0.62), 4(0.21), 5(0.54), 6(0.61), 8(0.62), 15(0.83), 17(0.17), 18(0.51), 19(0.34), 22(0.86), 23(0.75), 25(0.51), 26(0.28), 28(0.21), 30(0.52), 31(0.21), 34(0.11), 37(0.20), 40(0.33), 49(0.53), 50(0.51), 51(0.32), 52(0.29), 54(0.65), 56(0.58), 62(0.18), 65(0.57), 66(0.51), 67(0.31), 72(0.27), 73(0.89), 75(0.38)
T3201: 1(0.58), 2(0.89), 4(0.35), 6(0.30), 8(0.22), 10(0.30), 14(0.46), 16(0.78), 19(0.51), 20(0.47), 21(0.14), 22(0.26), 24(0.15), 25(0.11), 29(0.59), 31(0.33), 32(0.79), 33(0.67), 34(0.88), 35(0.64), 39(0.79), 41(0.57), 43(0.71), 44(0.19), 46(0.14), 53(0.12), 54(0.72), 56(0.28), 61(0.81), 65(0.16), 68(0.42), 70(0.19), 75(0.23)
T3202: 4(0.72), 7(0.24), 9(0.47), 13(0.59), 14(0.42), 15(0.73), 18(0.65), 19(0.69), 22(0.29), 24(0.82), 29(0.32), 30(0.14), 33(0.72), 34(0.19), 35(0.14), 37(0.40), 38(0.58), 40(0.42), 44(0.15), 45(0.47), 46(0.73), 47(0.25), 48(0.72), 54(0.41), 55(0.13), 56(0.69), 57(0.11), 61(0.20), 64(0.56), 66(0.83), 67(0.29), 68(0.65), 69(0.81), 71(0.57), 72(0.40), 73(0.76), 74(0.53), 75(0.39)
T3203: 1(0.55), 2(0.35), 3(0.89), 4(0.61), 5(0.17), 6(0.76), 7(0.12), 8(0.27), 10(0.11), 11(0.76), 13(0.48), 14(0.22), 15(0.76), 17(0.88), 19(0.26), 21(0.35), 24(0.81), 25(0.53), 26(0.28), 28(0.70), 29(0.61), 30(0.78), 33(0.35), 34(0.33), 38(0.38), 39(0.87), 40(0.81), 43(0.24), 46(0.60), 48(0.16), 49(0.37), 51(0.32), 52(0.54), 54(0.33), 55(0.49), 62(0.73), 63(0.30), 66(0.69), 72(0.77), 75(0.54)
T3204: 1(0.10), 4(0.52), 5(0.64), 7(0.23), 9(0.86), 11(0.31), 12(0.40), 13(0.90), 15(0.25), 16(0.12), 17(0.39), 24(0.32), 25(0.53), 27(0.89), 28(0.83), 29(0.41), 31(0.59), 32(0.47), 34(0.42), 35(0.43), 36(0.83), 40(0.24), 41(0.39), 44(0.45), 45(0.11), 46(0.90), 48(0.31), 50(0.47), 51(0.18), 52(0.68), 53(0.56), 55(0.45), 56(0.66), 60(0.47), 66(0.14), 67(0.31), 68(0.78), 69(0.52), 70(0.58), 73(0.63)
T3205: 2(0.39), 3(0.75), 4(0.58), 6(0.12), 8(0.72), 12(0.71), 14(0.37), 17(0.90), 19(0.73), 24(0.56), 27(0.31), 30(0.78), 31(0.67), 33(0.26), 34(0.64), 35(0.51), 36(0.39), 38(0.78), 41(0.67), 43(0.82), 45(0.37), 46(0.33), 47(0.43), 48(0.84), 51(0.26), 52(0.68), 54(0.58), 55(0.73), 58(0.32), 62(0.60), 64(0.35), 65(0.30), 70(0.74), 73(0.64), 74(0.12), 75(0.74)
T3206: 5(0.82), 7(0.84), 8(0.83), 10(0.36), 11(0.74), 14(0.12), 15(0.82), 16(0.42), 18(0.28), 24(0.35), 26(0.22), 27(0.17), 28(0.57), 33(0.58), 34(0.73), 35(0.62), 38(0.88), 40(0.45), 42(0.36), 43(0.57), 44(0.19), 46(0.26), 47(0.40), 49(0.19), 50(0.73), 51(0.22), 52(0.70), 53(0.49), 59(0.64), 60(0.15), 64(0.48), 66(0.35), 67(0.52), 69(0.17), 71(0.85), 72(0.20), 75(0.77)
T3207: 3(0.10), 6(0.61), 7(0.63), 10(0.48), 11(0.30), 12(0.19), 14(0.90), 18(0.31), 19(0.87), 21(0.58), 24(0.56), 26(0.28), 30(0.28), 31(0.41), 32(0.52), 33(0.64), 35(0.21), 37(0.17), 38(0.59), 39(0.75), 41(0.46), 48(0.21), 49(0.65), 50(0.16), 52(0.15), 55(0.84), 59(0.25), 61(0.44), 63(0.85), 65(0.52), 67(0.42), 69(0.67), 70(0.41), 72(0.76), 73(0.37), 74(0.78)
T3208: 1(0.86), 3(0.13), 5(0.84), 6(0.67), 7(0.12), 8(0.46), 10(0.19), 12(0.76), 16(0.81), 17(0.66), 22(0.62), 25(0.16), 27(0.88), 28(0.62), 29(0.49), 30(0.29), 32(0.33), 34(0.29), 36(0.70), 37(0.35), 43(0.87), 44(0.21), 45(0.15), 47(0.76), 49(0.32), 50(0.82), 51(0.84), 52(0.20), 54(0.46), 56(0.31), 59(0.63), 61(0.55), 63(0.23), 64(0.79), 68(0.27), 69(0.72), 71(0.37), 72(0.65), 73(0.41), 74(0.31), 75(0.77)
T3209: 3(0.35), 4(0.15), 7(0.36), 8(0.13), 9(0.51), 11(0.75), 13(0.42), 14(0.78), 22(0.63), 24(0.48), 26(0.12), 28(0.80), 29(0.36), 33(0.46), 36(0.27), 40(0.14), 41(0.68), 44(0.70), 47(0.81), 48(0.34), 50(0.38), 51(0.27), 52(0.16), 53(0.79), 54(0.78), 56(0.84), 57(0.35), 58(0.12), 59(0.35), 61(0.30), 62(0.41), 64(0.81), 65(0.12), 67(0.76), 68(0.69), 69(0.64), 70(0.55)
T3210: 1(0.65), 2(0.22), 3(0.68), 6(0.39), 7(0.38), 9(0.74), 10(0.31), 19(0.53), 20(0.69), 22(0.65), 25(0.84), 26(0.86), 34(0.15), 35(0.22), 36(0.82), 37(0.43), 40(0.48), 41(0.45), 42(0.68), 44(0.48), 47(0.76), 50(0.60), 51(0.14), 55(0.74), 56(0.41), 57(0.19), 58(0.76), 59(0.59), 60(0.65), 62(0.30), 63(0.80), 64(0.88), 70(0.57), 71(0.69)
T3211: 3(0.79), 6(0.51), 7(0.43), 10(0.30), 11(0.32), 13(0.10), 15(0.83), 16(0.16), 17(0.89), 20(0.74), 21(0.75), 23(0.26), 28(0.15), 29(0.41), 30(0.62), 33(0.65), 34(0.68), 42(0.47), 44(0.38), 45(0.66), 46(0.31), 47(0.26), 49(0.52), 50(0.21), 51(0.70), 52(0.45), 54(0.57), 57(0.70), 60(0.69), 61(0.37), 63(0.51), 65(0.75), 66(0.41), 67(0.56), 68(0.23), 71(0.45), 72(0.46), 73(0.77), 75(0.59)
T3212: 5(0.26), 9(0.68), 10(0.34), 11(0.15), 12(0.87), 13(0.13), 14(0.89), 18(0.33), 19(0.15), 21(0.31), 22(0.22), 24(0.67), 26(0.41), 27(0.47), 28(0.13), 29(0.87), 30(0.53), 31(0.87), 32(0.76), 34(0.73), 35(0.75), 39(0.26), 41(0.32), 43(0.49), 44(0.68), 53(0.29), 55(0.29), 57(0.16), 59(0.63), 61(0.58), 64(0.25), 65(0.64), 67(0.35), 69(0.29), 70(0.42), 72(0.59), 74(0.30)
T3213: 1(0.34), 2(0.62), 4(0.87), 8(0.70), 9(0.74), 11(0.18), 13(0.56), 14(0.57), 17(0.37), 18(0.19), 23(0.28), 26(0.25), 31(0.11), 33(0.35), 34(0.81), 35(0.69), 36(0.13), 41(0.30), 42(0.81), 45(0.58), 46(0.49), 50(0.13), 54(0.60), 57(0.35), 60(0.50), 64(0.43), 66(0.30), 67(0.81), 69(0.16), 71(0.82), 72(0.36), 74(0.50)
T3214: 1(0.70), 2(0.16), 5(0.20), 8(0.79), 9(0.57), 14(0.89), 15(0.16), 17(0.76), 19(0.26), 20(0.39), 21(0.85), 22(0.58), 26(0.45), 31(0.85), 34(0.56), 36(0.38), 39(0.69), 40(0.23), 41(0.87), 43(0.19), 45(0.62), 48(0.54), 49(0.16), 50(0.53), 51(0.87), 52(0.54), 55(0.40), 56(0.79), 58(0.28), 59(0.69), 67(0.84), 71(0.12), 72(0.63)
T3215: 1(0.37), 4(0.88), 7(0.51), 9(0.65), 11(0.30), 15(0.71), 16(0.46), 20(0.40), 21(0.59), 23(0.84), 25(0.53), 26(0.27), 28(0.54), 30(0.16), 31(0.10), 33(0.60), 36(0.69), 37(0.12), 38(0.39), 40(0.29), 41(0.73), 42(0.37), 45(0.32), 46(0.76), 47(0.69), 54(0.69), 55(0.29), 56(0.35), 62(0.58), 64(0.19), 66(0.65), 67(0.46), 68(0.48), 69(0.46), 74(0.83), 75(0.56)
T3216: 1(0.84), 3(0.71), 5(0.50), 7(0.74), 9(0.58), 10(0.13), 12(0.85), 14(0.41), 15(0.42), 17(0.44), 18(0.61), 20(0.51), 23(0.59), 26(0.18), 28(0.41), 32(0.21), 34(0.74), 37(0.72), 38(0.67), 39(0.60), 40(0.39), 45(0.54), 46(0.53), 47(0.72), 51(0.82), 53(0.21), 56(0.43), 57(0.87), 60(0.24), 61(0.16), 66(0.82), 67(0.36), 68(0.46), 69(0.11), 70(0.30), 73(0.36), 74(0.80)
T3217: 2(0.38), 3(0.37), 10(0.86), 13(0.22), 16(0.34), 18(0.31), 20(0.71), 22(0.38), 23(0.48), 24(0.60), 26(0.77), 30(0.45), 32(0.44), 33(0.23), 35(0.32), 36(0.50), 39(0.31), 40(0.16), 42(0.37), 43(0.65), 45(0.82), 53(0.58), 54(0.44), 57(0.36), 60(0.79), 63(0.66), 64(0.40), 65(0.73), 66(0.10), 67(0.55), 68(0.16), 71(0.76), 73(0.25), 74(0.16)
T3218: 1(0.21), 2(0.64), 5(0.89), 6(0.69), 7(0.55), 8(0.85), 10(0.30), 13(0.44), 15(0.60), 16(0.25), 17(0.48), 19(0.57), 22(0.15), 25(0.40), 29(0.89), 33(0.77), 40(0.58), 41(0.45), 42(0.68), 43(0.82), 46(0.61), 47(0.46), 48(0.31), 52(0.43), 53(0.67), 57(0.50), 58(0.13), 64(0.70), 66(0.26), 67(0.80), 70(0.52), 71(0.35), 73(0.26), 74(0.47), 75(0.11)
T3219: 1(0.52), 2(0.49), 3(0.13), 6(0.28), 7(0.77), 8(0.20), 13(0.36), 15(0.60), 17(0.63), 19(0.44), 20(0.29), 21(0.32), 24(0.16), 25(0.84), 26(0.13), 27(0.87), 29(0.54), 31(0.19), 32(0.80), 33(0.18), 36(0.73), 40(0.28), 46(0.80), 47(0.56), 48(0.26), 53(0.89), 54(0.60), 56(0.60), 59(0.76), 62(0.53), 64(0.83), 65(0.24), 66(0.81), 67(0.85), 68(0.73), 69(0.52), 70(0.51), 74(0.63), 75(0.44)
T3220: 1(0.66), 2(0.77), 3(0.66), 7(0.19), 8(0.74), 10(0.18), 11(0.32), 13(0.29), 14(0.45), 15(0.72), 17(0.90), 21(0.28), 22(0.25), 26(0.37), 28(0.18), 30(0.43), 32(0.11), 36(0.73), 38(0.10), 40(0.44), 42(0.72), 44(0.16), 47(0.10), 49(0.28), 52(0.45), 54(0.37), 57(0.22), 61(0.78), 62(0.75), 65(0.37), 67(0.71), 68(0.67), 70(0.15), 72(0.50), 73(0.60), 75(0.51)
T3221: 3(0.26), 4(0.17), 6(0.53), 9(0.30), 10(0.67), 15(0.59), 19(0.11), 20(0.58), 24(0.42), 25(0.65), 26(0.46), 27(0.15), 28(0.27), 30(0.88), 31(0.88), 37(0.31), 38(0.27), 40(0.11), 41(0.86), 42(0.79), 43(0.61), 44(0.79), 46(0.65), 47(0.14), 48(0.88), 49(0.64), 52(0.57), 54(0.29), 55(0.63), 56(0.45), 57(0.77), 60(0.36), 61(0.54), 64(0.58), 66(0.64), 69(0.58), 70(0.78), 71(0.12), 73(0.78), 75(0.86)
T3222: 1(0.47), 2(0.46), 3(0.42), 7(0.28), 13(0.80), 15(0.83), 17(0.53), 19(0.58), 23(0.74), 25(0.90), 26(0.41), 27(0.86), 29(0.49), 30(0.84), 33(0.55), 38(0.64), 39(0.35), 43(0.12), 44(0.15), 47(0.69), 49(0.40), 50(0.25), 53(0.42), 55(0.24), 56(0.72), 57(0.16), 58(0.19), 60(0.26), 65(0.76), 66(0.80), 72(0.90), 73(0.64), 74(0.70)
T3223: 1(0.59), 2(0.17), 3(0.79), 5(0.48), 9(0.19), 10(0.16), 13(0.26), 14(0.63), 16(0.21), 17(0.55), 18(0.70), 21(0.68), 22(0.58), 25(0.51), 28(0.69), 29(0.66), 31(0.35), 36(0.87), 37(0.25), 39(0.34), 40(0.73), 41(0.23), 42(0.50), 44(0.20), 47(0.13), 50(0.55), 51(0.75), 53(0.60), 54(0.76), 55(0.57), 57(0.44), 58(0.12), 60(0.81), 61(0.68), 63(0.13), 66(0.56), 67(0.70), 68(0.37), 71(0.30), 72(0.78), 75(0.19)
T3224: 1(0.56), 3(0.44), 8(0.32), 10(0.61), 13(0.11), 14(0.60), 15(0.24), 17(0.15), 18(0.53), 22(0.61), 26(0.31), 30(0.32), 32(0.73), 33(0.66), 34(0.40), 36(0.10), 37(0.54), 38(0.85), 39(0.17), 41(0.69), 42(0.88), 45(0.49), 46(0.18), 47(0.27), 48(0.42), 49(0.68), 51(0.42), 53(0.81), 55(0.62), 58(0.81), 59(0.23), 63(0.70), 65(0.49), 66(0.25), 67(0.34), 68(0.84), 72(0.30), 73(0.19)
T3225: 5(0.51), 8(0.55), 9(0.20), 10(0.65), 11(0.25), 13(0.18), 14(0.41), 15(0.55), 16(0.56), 25(0.56), 27(0.11), 28(0.33), 30(0.29), 31(0.12), 33(0.85), 36(0.26), 38(0.21), 40(0.62), 43(0.14), 44(0.61), 45(0.84), 46(0.21), 51(0.75), 55(0.48), 57(0.31), 59(0.75), 60(0.52), 62(0.61), 63(0.58), 64(0.63), 66(0.17), 67(0.12), 69(0.77), 72(0.75), 73(0.40), 74(0.71)
T3226: 1(0.80), 4(0.19), 5(0.36), 6(0.20), 7(0.82), 8(0.34), 9(0.71), 10(0.48), 15(0.16), 18(0.85), 22(0.42), 23(0.47), 25(0.89), 26(0.85), 28(0.61), 31(0.80), 32(0.71), 37(0.21), 40(0.18), 41(0.68), 45(0.51), 47(0.40), 48(0.23), 53(0.81), 54(0.70), 57(0.65), 58(0.90), 60(0.30), 63(0.83), 65(0.65), 66(0.65), 69(0.87), 73(0.23), 74(0.21)
T3227: 1(0.59), 2(0.27), 4(0.51), 7(0.10), 9(0.10), 10(0.67), 12(0.85), 13(0.82), 17(0.50), 19(0.46), 21(0.49), 22(0.82), 23(0.56), 27(0.73), 28(0.88), 29(0.89), 32(0.36), 37(0.62), 39(0.58), 41(0.12), 42(0.27), 45(0.35), 47(0.82), 50(0.39), 51(0.20), 58(0.13), 60(0.78), 66(0.62), 70(0.83), 71(0.76), 72(0.47), 74(0.89)
T3228: 1(0.10), 3(0.82), 6(0.21), 10(0.29), 12(0.18), 14(0.78), 15(0.41), 16(0.30), 19(0.68), 21(0.70), 22(0.25), 24(0.75), 27(0.46), 28(0.70), 29(0.53), 33(0.66), 34(0.52), 36(0.26), 37(0.39), 39(0.88), 41(0.62), 42(0.18), 43(0.57), 45(0.21), 48(0.51), 50(0.47), 55(0.42), 56(0.49), 59(0.79), 60(0.34), 61(0.58), 65(0.32), 67(0.76), 72(0.66), 73(0.90), 74(0.86)
T3229: 4(0.14), 6(0.82), 11(0.24), 12(0.42), 14(0.51), 18(0.55), 19(0.23), 20(0.88), 23(0.33), 25(0.51), 29(0.61), 36(0.32), 37(0.89), 38(0.66), 39(0.30), 40(0.77), 41(0.21), 44(0.23), 45(0.61), 46(0.78), 47(0.81), 48(0.70), 49(0.29), 50(0.72), 55(0.76), 57(0.47), 60(0.70), 62(0.57), 63(0.22), 72(0.16), 73(0.34), 74(0.77)
T3230: 3(0.89), 4(0.87), 6(0.55), 7(0.26), 8(0.38), 9(0.88), 11(0.69), 12(0.88), 17(0.13), 20(0.10), 23(0.60), 24(0.33), 25(0.28), 29(0.37), 32(0.51), 33(0.77), 36(0.33), 39(0.27), 40(0.17), 42(0.24), 43(0.44), 48(0.58), 49(0.68), 50(0.21), 51(0.86), 52(0.76), 53(0.21), 54(0.83), 60(0.62), 61(0.48), 63(0.16), 64(0.71), 66(0.83), 68(0.28), 71(0.26)
T3231: 1(0.74), 3(0.45), 6(0.88), 7(0.75), 13(0.85), 17(0.43), 20(0.61), 22(0.40), 23(0.17), 25(0.15), 27(0.19), 28(0.74), 30(0.28), 31(0.76), 32(0.60), 33(0.27), 35(0.17), 36(0.15), 38(0.57), 40(0.44), 45(0.45), 46(0.27), 48(0.87), 49(0.15), 50(0.57), 51(0.33), 53(0.70), 56(0.53), 59(0.16), 60(0.10), 61(0.50), 62(0.22), 63(0.43), 66(0.80), 67(0.57), 68(0.60), 69(0.52), 71(0.30), 73(0.59), 74(0.53), 75(0.61)
T3232: 1(0.74), 2(0.82), 5(0.18), 6(0.60), 7(0.64), 8(0.58), 11(0.40), 12(0.39), 13(0.20), 14(0.46), 18(0.12), 19(0.74), 22(0.25), 23(0.86), 26(0.74), 27(0.70), 31(0.66), 34(0.85), 36(0.40), 39(0.78), 41(0.40), 42(0.60), 43(0.74), 47(0.33), 49(0.12), 51(0.62), 53(0.82), 57(0.41), 63(0.49), 64(0.30), 65(0.83), 66(0.87), 68(0.22), 69(0.31), 71(0.18)
