T1: 1(0.73), 3(0.95), 5(0.75), 7(0.81), 9(0.82), 11(0.83), 13(0.93), 15(0.96), 17(0.88), 19(0.74), 21(0.80), 23(0.76), 25(0.82), 27(0.80), 29(0.80), 31(0.70), 34(0.81), 36(0.76), 38(0.75), 40(0.95), 42(0.98), 44(0.85), 46(0.85), 48(0.85), 50(0.80), 52(0.81), 54(0.78), 56(0.90), 58(0.72), 60(0.96), 62(0.93), 64(0.91), 66(0.83), 68(0.77), 70(0.75), 72(0.82), 74(0.88)
T1544: 2(0.71), 3(0.99), 5(0.84), 7(0.92), 9(0.90), 11(0.93), 14(0.93), 16(0.85), 17(0.85), 19(0.88), 22(0.86), 23(0.97), 25(0.99), 27(0.90), 29(0.93), 31(0.91), 34(0.89), 36(0.95), 38(0.88), 40(0.80), 42(0.92), 44(0.83), 46(0.85), 48(0.90), 50(0.85), 52(0.75), 54(0.95), 56(0.71), 58(0.99), 60(0.92), 62(0.76), 64(0.75), 66(0.97), 68(0.77), 70(0.92), 72(0.86), 75(1.00)
T1545: 2(0.93), 3(0.80), 5(0.93), 7(0.75), 9(0.72), 12(0.90), 14(0.99), 16(0.81), 17(0.96), 19(0.74), 22(0.97), 23(0.85), 25(0.99), 27(0.87), 29(0.98), 31(0.90), 34(0.86), 36(0.81), 38(0.95), 40(0.75), 42(0.99), 44(0.92), 46(0.96), 48(0.97), 50(0.78), 52(0.73), 54(0.91), 56(0.73), 58(0.74), 60(0.93), 62(0.72), 64(0.87), 66(0.94), 68(0.89), 70(0.85), 72(0.94), 75(0.87)
T1546: 2(0.94), 3(0.73), 5(0.89), 7(0.97), 9(0.73), 11(0.87), 14(0.94), 15(0.93), 17(0.88), 19(0.83), 22(0.83), 23(0.86), 25(0.75), 27(0.88), 29(0.97), 31(0.82), 34(0.81), 36(0.85), 38(0.87), 40(0.90), 42(0.98), 44(0.83), 46(0.84), 48(0.71), 51(0.96), 52(0.88), 54(0.84), 56(0.78), 58(0.93), 60(0.85), 62(0.90), 64(0.77), 66(0.98), 68(0.86), 70(0.91), 72(0.71), 75(0.72)
T1547: 2(0.73), 3(0.79), 5(0.99), 7(0.89), 9(0.76), 11(0.90), 14(0.71), 15(0.74), 17(0.79), 19(0.97), 22(0.85), 23(0.77), 25(0.78), 27(0.81), 29(0.76), 31(0.94), 34(0.95), 36(0.97), 38(0.94), 40(0.96), 42(0.83), 44(0.82), 46(0.86), 48(0.96), 51(0.86), 52(0.75), 54(0.86), 56(0.93), 58(0.87), 60(0.88), 62(0.85), 64(0.89), 66(0.80), 68(0.85), 71(0.99), 72(0.79), 75(0.80)
T1548: 2(0.95), 3(0.81), 5(0.99), 7(0.71), 9(0.79), 11(0.84), 14(0.89), 15(0.87), 18(0.81), 20(0.83), 22(0.77), 23(0.82), 25(0.71), 27(0.80), 29(0.72), 31(0.88), 34(0.90), 36(0.89), 38(0.92), 40(0.99), 42(0.97), 44(0.73), 46(0.82), 48(0.92), 50(0.78), 52(0.74), 54(0.85), 56(0.98), 58(0.72), 60(0.87), 62(0.79), 64(1.00), 66(0.88), 68(0.82), 70(0.89), 72(0.77), 75(0.74)
T1549: 2(0.85), 3(0.83), 5(0.72), 7(0.80), 9(0.71), 11(0.78), 14(0.84), 16(0.93), 18(0.80), 20(0.98), 22(0.80), 23(0.97), 25(0.97), 27(0.82), 29(0.76), 31(0.91), 34(0.83), 36(0.78), 38(0.97), 40(0.86), 42(0.80), 44(0.99), 46(0.79), 48(0.90), 50(0.96), 52(0.72), 54(0.82), 56(0.81), 58(0.79), 60(0.73), 62(0.82), 64(0.93), 66(0.91), 68(0.79), 70(0.97), 72(0.94), 75(0.90)
T1550: 2(0.99), 3(0.99), 5(0.79), 7(0.81), 9(0.92), 12(0.74), 14(0.88), 16(0.76), 18(0.80), 20(0.97), 22(0.80), 23(0.73), 25(0.88), 27(0.92), 29(0.82), 31(0.76), 34(0.77), 36(0.84), 38(0.72), 40(0.84), 42(0.81), 44(0.89), 46(0.76), 48(0.98), 50(0.86), 52(0.82), 54(0.85), 56(0.83), 58(0.72), 60(0.86), 62(0.84), 64(0.79), 66(0.71), 68(0.89), 70(0.81), 72(0.73), 75(0.83)
T1551: 2(0.93), 3(0.74), 5(0.77), 7(0.84), 9(0.73), 11(0.74), 13(0.72), 15(0.94), 17(0.86), 19(0.91), 22(0.92), 23(0.83), 25(0.83), 27(0.83), 29(0.95), 31(0.91), 34(0.80), 36(0.96), 38(0.74), 40(0.87), 42(0.85), 44(0.84), 46(0.90), 48(0.82), 50(0.82), 52(0.95), 55(0.95), 56(0.92), 58(0.81), 60(0.83), 62(0.99), 64(0.98), 66(0.70), 68(0.70), 70(0.99), 72(0.92), 75(0.89)
T1552: 2(0.72), 3(0.78), 5(0.75), 7(0.78), 9(0.92), 11(0.93), 13(0.87), 15(0.91), 17(0.96), 19(1.00), 22(0.79), 23(0.93), 25(0.77), 27(0.86), 29(0.98), 31(0.78), 34(0.93), 36(0.92), 38(0.89), 40(0.74), 42(0.78), 44(0.89), 46(0.73), 48(0.98), 50(0.91), 52(0.94), 55(0.89), 56(0.99), 58(0.79), 60(0.88), 62(0.99), 64(0.96), 66(0.99), 68(0.83), 71(0.74), 72(0.88), 75(0.78)
T1553: 2(0.87), 3(0.94), 5(0.70), 7(0.80), 9(0.82), 12(0.98), 13(0.74), 16(0.94), 17(0.83), 19(0.82), 22(0.75), 23(0.95), 25(0.80), 27(0.99), 29(0.99), 31(0.97), 34(0.91), 36(0.79), 38(0.95), 40(0.94), 42(0.71), 44(0.96), 46(0.80), 48(0.81), 50(0.88), 52(0.88), 55(0.90), 56(0.99), 58(0.79), 60(0.78), 62(0.90), 64(0.71), 66(0.74), 68(0.70), 70(0.82), 72(0.85), 75(0.75)
T1554: 2(0.92), 3(0.74), 5(0.86), 7(0.70), 9(0.93), 12(0.94), 13(0.70), 16(0.93), 17(0.92), 19(0.77), 22(0.79), 23(0.96), 25(0.84), 27(0.83), 29(0.74), 31(0.94), 34(0.75), 36(0.77), 38(0.96), 40(0.71), 42(0.76), 44(0.91), 46(0.82), 48(0.95), 50(0.98), 52(0.86), 55(0.72), 56(0.87), 58(0.90), 60(0.85), 62(0.79), 64(0.84), 66(0.74), 69(0.92), 70(0.72), 72(0.95), 75(0.82)
T1555: 2(0.75), 3(0.86), 5(0.82), 7(0.79), 9(0.81), 11(0.98), 13(0.82), 15(0.79), 17(0.85), 19(0.77), 22(0.91), 23(0.79), 25(0.71), 27(0.99), 29(0.72), 31(0.91), 34(0.92), 36(0.90), 38(0.98), 40(0.72), 42(0.85), 44(0.85), 46(0.89), 48(0.91), 51(0.99), 52(0.79), 55(0.75), 56(0.77), 58(0.80), 60(0.98), 62(0.83), 64(0.87), 66(0.77), 68(0.86), 70(0.81), 72(0.92), 75(0.99)
T1556: 2(0.77), 3(0.86), 5(0.90), 7(0.87), 9(0.84), 11(0.81), 13(0.90), 15(0.90), 17(0.92), 19(0.95), 22(0.79), 23(0.83), 25(0.85), 27(0.79), 29(0.75), 31(0.70), 34(0.93), 36(0.92), 38(0.72), 40(0.80), 42(0.89), 44(0.93), 46(0.86), 48(0.97), 51(0.75), 52(0.80), 55(0.87), 56(0.96), 58(0.85), 60(0.87), 62(0.97), 64(0.72), 66(0.86), 68(0.95), 71(0.88), 72(0.74), 75(0.99)
T1557: 2(0.90), 3(0.76), 5(0.96), 7(0.99), 9(0.87), 11(0.82), 13(0.79), 15(0.87), 17(0.80), 19(0.85), 22(0.82), 23(0.88), 25(0.97), 27(0.99), 29(0.70), 31(0.71), 34(0.86), 36(0.87), 39(0.89), 40(0.79), 42(0.78), 44(0.92), 46(0.95), 48(0.97), 50(0.99), 52(0.75), 55(0.98), 56(0.93), 58(0.71), 60(0.79), 62(0.89), 64(0.96), 66(0.97), 68(0.74), 70(0.70), 72(0.71), 75(0.96)
T1558: 2(0.94), 3(0.98), 6(0.72), 7(0.94), 9(0.91), 11(0.87), 13(0.97), 15(0.83), 17(0.99), 19(0.88), 22(0.72), 23(0.99), 25(0.73), 27(0.95), 29(0.76), 31(0.85), 34(0.92), 36(0.75), 39(0.71), 40(0.97), 42(0.89), 44(0.94), 46(0.95), 48(0.98), 50(0.96), 52(0.98), 55(0.90), 56(0.83), 58(0.79), 60(0.99), 62(0.78), 64(0.75), 66(0.76), 68(0.85), 70(0.96), 72(0.76), 75(0.86)
T1559: 2(0.97), 3(0.76), 5(0.76), 7(0.95), 9(0.81), 11(0.97), 13(0.82), 15(0.81), 17(0.94), 19(0.90), 22(0.92), 23(0.79), 25(0.92), 27(0.74), 29(0.99), 31(0.83), 34(0.72), 37(0.92), 38(0.97), 40(0.86), 42(0.96), 44(0.70), 46(0.80), 48(0.87), 50(0.81), 52(0.78), 55(0.93), 56(0.72), 58(0.79), 60(0.92), 62(0.90), 64(0.94), 66(0.87), 68(0.97), 70(0.94), 72(0.96), 75(0.99)
T1560: 2(0.96), 3(1.00), 5(0.94), 7(0.77), 9(0.97), 11(0.96), 14(0.99), 15(0.74), 17(0.93), 19(0.98), 22(0.84), 23(0.88), 25(0.88), 27(0.99), 29(0.75), 31(0.78), 34(0.85), 36(0.88), 38(0.85), 40(0.96), 42(0.93), 44(0.92), 46(0.81), 48(0.98), 50(0.91), 52(0.74), 55(0.95), 56(0.72), 58(0.84), 60(0.88), 62(0.86), 64(0.90), 66(0.90), 68(0.95), 70(0.89), 72(0.92), 75(0.78)
T1561: 2(0.76), 3(0.78), 5(0.90), 7(0.85), 9(0.99), 11(0.76), 14(0.81), 15(0.74), 17(0.74), 19(0.92), 22(0.70), 23(0.72), 25(0.78), 27(0.83), 29(1.00), 31(0.82), 34(0.80), 36(0.70), 38(0.80), 40(0.71), 42(0.88), 44(0.91), 46(0.96), 48(0.71), 50(0.71), 52(0.75), 55(0.80), 56(0.91), 58(0.82), 60(0.78), 62(0.92), 64(0.88), 66(0.71), 68(0.73), 71(0.94), 72(0.92), 75(0.73)
T1562: 2(0.98), 3(0.81), 5(0.79), 7(0.93), 9(0.84), 12(0.84), 14(0.75), 16(0.75), 17(0.85), 19(0.71), 22(0.76), 23(0.85), 25(0.78), 27(0.80), 29(0.72), 31(0.97), 34(0.78), 36(0.84), 38(0.73), 40(0.81), 42(0.73), 44(0.78), 46(0.87), 48(0.76), 50(0.79), 52(0.83), 55(0.82), 56(0.76), 58(0.79), 60(0.92), 62(0.92), 64(1.00), 66(0.70), 68(0.90), 70(0.74), 72(0.83), 75(0.96)
T1563: 2(0.76), 3(0.91), 5(0.83), 7(0.78), 9(0.74), 12(0.94), 14(0.92), 16(0.84), 17(0.82), 19(0.84), 22(0.78), 23(0.72), 25(0.88), 27(0.87), 29(0.86), 31(0.97), 34(0.91), 36(0.96), 38(0.88), 40(0.79), 42(0.71), 44(0.83), 46(0.74), 48(0.84), 50(0.74), 52(0.78), 55(0.98), 56(0.91), 58(0.95), 60(0.71), 62(1.00), 64(0.75), 66(0.92), 69(0.94), 70(0.94), 72(0.79), 75(0.96)
T1564: 2(0.80), 3(0.75), 5(0.71), 7(0.85), 9(0.95), 11(0.92), 14(0.86), 15(0.93), 17(0.74), 19(0.78), 22(0.98), 23(0.70), 25(0.81), 27(0.76), 29(0.89), 31(0.87), 34(0.89), 36(0.99), 38(0.74), 40(0.79), 42(0.99), 44(0.99), 46(0.92), 48(0.83), 51(0.73), 52(0.88), 55(0.71), 56(0.93), 58(0.75), 60(0.93), 62(0.75), 64(0.93), 66(0.79), 68(0.95), 70(0.92), 72(0.81), 75(0.80)
T1565: 2(0.79), 3(0.88), 5(0.99), 7(0.91), 9(0.82), 11(0.75), 14(0.97), 15(0.76), 17(0.72), 19(0.83), 22(0.82), 23(0.75), 25(0.72), 27(0.75), 29(0.85), 31(0.80), 34(0.83), 36(1.00), 38(0.74), 40(0.92), 42(0.86), 44(0.87), 46(0.89), 48(0.78), 51(0.74), 52(0.90), 55(0.81), 56(0.96), 58(0.78), 60(0.73), 62(0.98), 64(0.96), 66(0.88), 68(0.84), 71(0.90), 72(0.77), 75(0.90)
T1566: 2(0.76), 3(0.98), 5(0.83), 7(0.83), 10(0.70), 11(0.84), 14(0.93), 15(0.88), 17(0.77), 19(0.87), 22(0.94), 23(0.93), 25(0.77), 27(0.87), 29(0.89), 31(0.89), 34(0.76), 36(0.97), 38(0.78), 40(0.96), 42(0.79), 44(0.81), 46(0.76), 48(0.81), 51(0.77), 52(0.73), 55(0.71), 56(0.93), 58(0.87), 60(0.73), 62(0.90), 64(0.84), 66(0.88), 68(0.81), 70(0.71), 72(0.91), 75(0.82)
T1567: 2(0.87), 3(0.81), 5(0.90), 7(0.93), 9(0.92), 12(0.75), 14(0.79), 16(0.79), 17(0.96), 19(0.98), 22(0.89), 23(0.84), 25(0.77), 27(0.96), 29(0.70), 31(0.95), 34(0.98), 36(0.84), 38(0.82), 40(0.91), 42(0.91), 44(0.99), 46(0.85), 48(0.94), 51(0.89), 52(0.83), 55(0.71), 56(0.83), 58(0.72), 60(0.93), 62(0.85), 64(0.76), 66(0.94), 68(0.96), 70(0.80), 72(0.74), 75(0.89)
T1568: 2(0.78), 3(0.89), 5(0.90), 7(0.74), 9(0.89), 11(0.74), 14(0.83), 15(0.87), 17(0.84), 19(0.74), 22(0.85), 23(0.89), 25(0.82), 27(0.82), 29(0.96), 31(0.86), 34(0.96), 36(0.82), 39(0.77), 40(0.90), 42(0.91), 44(0.94), 46(0.71), 48(0.98), 51(0.85), 52(0.75), 55(0.89), 56(0.87), 58(0.81), 60(0.74), 62(0.94), 64(0.92), 66(0.91), 68(0.74), 70(0.94), 72(0.87), 75(0.74)
T1569: 2(0.79), 3(0.92), 5(0.87), 7(0.90), 9(0.93), 11(0.97), 14(0.75), 15(0.97), 18(0.88), 20(0.81), 22(0.75), 23(0.71), 25(0.91), 27(0.87), 29(0.87), 31(0.82), 34(0.72), 36(0.73), 38(0.79), 40(0.98), 42(0.81), 44(0.99), 46(0.81), 48(0.79), 50(0.96), 52(0.75), 55(0.98), 56(0.71), 58(0.84), 60(0.79), 62(0.77), 64(0.78), 66(0.87), 68(0.91), 70(0.76), 72(0.97), 75(0.76)
T1570: 2(0.91), 3(0.85), 5(0.78), 7(0.83), 9(0.92), 12(0.78), 14(0.76), 15(0.96), 18(0.85), 20(0.96), 22(0.73), 23(0.96), 25(0.98), 27(0.92), 29(0.78), 31(0.70), 34(0.99), 36(0.81), 38(0.79), 40(0.78), 42(0.77), 44(0.81), 46(0.78), 48(0.95), 50(0.95), 52(0.92), 55(0.85), 56(0.86), 58(0.92), 60(0.89), 62(0.80), 64(0.87), 66(0.79), 68(0.86), 70(0.70), 72(0.84), 75(0.85)
T1571: 2(0.96), 3(0.98), 5(0.71), 7(0.90), 9(0.94), 11(0.81), 14(0.72), 15(0.71), 18(0.73), 20(0.78), 22(0.85), 23(0.94), 25(0.94), 27(0.93), 29(0.88), 31(0.96), 34(0.82), 36(0.78), 38(0.70), 40(0.93), 42(0.90), 44(0.74), 46(0.85), 48(0.75), 50(0.85), 52(0.78), 55(0.73), 56(0.89), 58(0.88), 60(0.95), 62(0.94), 64(0.83), 66(0.82), 69(0.84), 70(0.71), 72(0.83), 75(0.71)
T1572: 2(0.77), 3(0.95), 5(0.98), 7(0.93), 9(0.91), 11(0.72), 13(0.70), 15(0.94), 17(0.75), 19(0.91), 22(0.72), 23(0.74), 25(0.94), 28(0.97), 29(0.88), 31(0.85), 34(0.74), 36(0.88), 38(0.98), 40(0.73), 42(0.78), 44(0.90), 46(0.86), 48(0.83), 50(0.92), 52(0.88), 54(0.98), 56(0.76), 58(0.90), 60(0.77), 62(0.83), 64(0.91), 66(0.74), 68(0.74), 70(0.74), 72(0.77), 75(0.93)
T1573: 2(0.83), 3(0.72), 5(0.86), 7(0.78), 9(0.99), 12(0.88), 13(0.97), 16(0.89), 17(0.76), 19(0.97), 22(0.93), 23(0.71), 25(0.98), 28(0.98), 29(0.77), 31(0.73), 34(0.86), 36(0.73), 38(0.79), 40(0.91), 42(0.98), 44(0.95), 46(0.78), 48(0.76), 50(0.78), 52(0.92), 54(0.85), 56(0.91), 58(0.95), 60(0.85), 62(0.94), 64(0.99), 66(0.92), 68(0.91), 70(0.79), 72(0.95), 75(0.75)
T1574: 2(0.96), 3(0.72), 5(0.96), 7(0.85), 9(0.85), 11(0.82), 13(0.70), 15(0.79), 17(0.81), 19(1.00), 22(0.86), 23(0.87), 25(0.85), 28(0.88), 29(0.74), 31(0.95), 34(0.82), 36(0.76), 38(0.78), 40(0.75), 42(0.71), 44(0.84), 46(0.76), 48(0.87), 51(0.92), 52(0.90), 54(0.74), 56(0.92), 58(0.96), 60(0.81), 62(0.80), 64(0.91), 66(0.71), 68(0.77), 70(0.87), 72(0.83), 75(0.97)
T1575: 2(0.78), 3(0.80), 5(0.89), 7(0.84), 9(0.70), 11(0.88), 14(0.79), 15(0.94), 17(0.81), 19(0.74), 22(0.88), 23(0.84), 25(0.81), 28(0.71), 29(0.92), 31(0.78), 34(0.82), 36(0.73), 38(0.79), 40(0.77), 42(0.74), 44(0.96), 46(0.75), 48(0.96), 50(0.88), 52(0.74), 54(0.98), 56(0.78), 58(0.83), 60(0.89), 62(0.73), 64(0.95), 66(0.76), 68(0.70), 70(0.79), 72(0.79), 75(0.91)
T1576: 2(0.71), 3(0.87), 5(0.77), 7(0.77), 9(0.84), 11(0.83), 14(0.72), 16(0.82), 17(0.98), 19(0.73), 22(0.76), 23(0.72), 25(0.91), 28(0.99), 29(0.74), 31(0.78), 34(0.96), 36(0.84), 38(0.85), 40(0.85), 42(0.94), 44(0.71), 46(0.87), 48(0.95), 50(0.71), 52(0.97), 54(0.76), 56(0.98), 58(0.92), 60(0.76), 62(0.73), 64(0.72), 66(0.95), 68(0.81), 70(0.89), 72(0.92), 75(0.74)
T1577: 2(0.75), 3(0.72), 5(0.98), 7(0.92), 9(0.90), 12(0.89), 14(0.80), 16(0.80), 17(0.77), 19(0.88), 22(0.83), 23(0.72), 25(0.90), 28(0.94), 29(0.88), 31(0.92), 34(0.96), 36(0.84), 38(0.85), 40(0.99), 42(0.82), 44(0.76), 46(0.89), 48(0.98), 50(0.82), 52(0.87), 54(0.85), 56(0.82), 58(0.93), 60(0.76), 62(0.86), 64(0.73), 66(0.84), 68(0.74), 70(0.86), 72(0.73), 75(0.71)
T1578: 2(0.88), 3(0.94), 5(0.85), 7(0.92), 9(0.79), 11(0.89), 14(0.79), 15(0.85), 17(0.95), 19(0.71), 22(1.00), 23(0.75), 25(0.75), 28(0.87), 29(0.91), 31(0.91), 34(0.94), 36(0.83), 38(0.81), 40(0.89), 42(0.88), 44(0.71), 46(0.87), 48(0.79), 51(0.80), 52(0.80), 54(0.80), 56(1.00), 58(0.74), 60(0.97), 62(0.79), 64(0.87), 66(0.93), 68(0.80), 70(0.84), 72(0.82), 75(0.80)
T1579: 2(0.83), 3(0.70), 5(0.97), 7(0.91), 9(0.75), 11(0.81), 14(0.98), 15(0.96), 18(0.84), 20(0.81), 22(0.94), 23(0.75), 25(0.78), 28(0.88), 29(0.92), 31(0.77), 34(0.87), 36(0.73), 38(0.85), 40(1.00), 42(0.88), 44(0.94), 46(0.73), 48(0.80), 50(0.81), 52(0.80), 54(0.97), 56(0.83), 58(0.78), 60(0.74), 62(0.75), 64(0.77), 66(0.94), 68(0.86), 70(0.89), 72(1.00), 75(0.97)
T1580: 2(0.93), 3(0.78), 5(0.85), 7(0.86), 9(0.70), 11(0.81), 14(0.96), 16(0.73), 18(1.00), 20(0.82), 22(0.93), 23(0.92), 25(0.84), 28(0.87), 29(1.00), 31(0.96), 34(0.75), 36(0.88), 38(0.83), 40(0.87), 42(0.98), 44(0.91), 46(0.79), 48(0.84), 50(0.96), 52(0.92), 54(0.73), 56(0.91), 58(0.71), 60(0.76), 62(0.78), 64(0.95), 66(0.92), 68(0.78), 70(0.84), 72(0.99), 75(0.73)
T1581: 2(0.90), 3(0.90), 5(0.75), 7(0.95), 9(0.76), 11(0.76), 14(0.87), 15(0.86), 18(0.88), 20(0.94), 22(0.75), 23(0.82), 25(0.94), 28(0.81), 29(0.84), 31(0.83), 34(0.99), 36(0.99), 38(0.70), 40(0.99), 42(0.95), 44(0.85), 46(0.75), 48(0.86), 50(0.71), 52(0.96), 54(0.92), 56(0.83), 58(0.73), 60(0.94), 62(0.93), 64(0.71), 66(0.98), 69(0.77), 70(0.92), 72(0.93), 75(0.94)
T1582: 2(0.96), 3(0.97), 5(0.71), 7(0.90), 9(0.86), 11(0.88), 13(0.94), 15(0.98), 17(0.88), 19(0.84), 22(0.73), 23(0.74), 25(0.77), 28(0.92), 29(0.74), 31(0.85), 34(0.97), 36(0.86), 38(0.79), 40(0.95), 42(0.75), 44(0.88), 46(0.88), 48(0.88), 50(0.85), 52(0.75), 55(0.74), 56(0.89), 58(0.88), 60(0.93), 62(0.83), 64(0.87), 66(0.84), 68(0.87), 70(0.95), 72(0.88), 75(0.70)
T1583: 2(0.83), 3(0.75), 5(0.90), 7(0.88), 9(0.99), 12(0.84), 13(0.99), 16(0.70), 17(0.81), 19(0.75), 22(0.95), 23(0.97), 25(0.72), 28(0.77), 29(0.81), 31(0.89), 34(0.84), 36(0.97), 38(0.99), 40(0.76), 42(0.74), 44(0.91), 46(0.80), 48(0.70), 50(0.79), 52(0.83), 55(0.78), 56(0.75), 58(0.74), 60(0.91), 62(0.87), 64(0.81), 66(0.73), 68(0.79), 70(0.95), 72(0.88), 75(0.71)
T1584: 2(0.84), 3(0.74), 5(0.80), 7(0.93), 9(0.75), 12(0.92), 13(0.88), 16(0.88), 17(0.97), 19(0.78), 22(0.90), 23(0.94), 25(0.91), 28(0.86), 29(0.99), 31(0.79), 34(0.80), 36(0.91), 38(0.79), 40(0.88), 42(0.80), 44(0.99), 46(0.99), 48(0.93), 50(0.76), 52(0.75), 55(0.89), 56(0.93), 58(0.90), 60(0.91), 62(0.85), 64(0.81), 66(0.96), 69(0.86), 70(0.86), 72(0.79), 75(0.91)
T1585: 2(0.74), 3(0.97), 5(0.92), 7(0.82), 9(0.78), 11(0.77), 13(0.75), 15(0.89), 17(0.76), 19(0.82), 22(1.00), 23(0.91), 25(0.89), 28(0.99), 29(0.96), 31(0.80), 34(0.86), 36(0.85), 38(0.82), 40(0.95), 42(0.95), 44(0.93), 46(0.70), 48(0.84), 51(0.73), 52(0.76), 55(0.84), 56(0.73), 58(0.84), 60(0.96), 62(0.91), 64(0.78), 66(0.80), 68(0.88), 70(0.96), 72(0.95), 75(0.86)
T1586: 2(0.72), 3(0.94), 5(0.99), 7(0.92), 9(0.71), 11(0.88), 13(0.79), 15(0.94), 17(0.75), 19(0.74), 22(0.87), 23(0.99), 25(0.97), 28(0.77), 29(0.90), 31(0.77), 34(0.96), 36(0.88), 38(0.92), 40(0.74), 42(0.73), 44(0.78), 46(0.78), 49(0.81), 50(0.75), 52(0.70), 55(0.80), 56(0.91), 58(0.74), 60(0.70), 62(0.94), 64(0.82), 66(0.98), 68(0.97), 70(0.92), 72(0.83), 75(0.71)
T1587: 2(0.73), 3(0.88), 5(0.81), 7(0.78), 9(0.77), 11(0.82), 14(0.74), 15(0.97), 17(0.74), 19(0.92), 22(0.74), 23(0.86), 25(0.98), 28(1.00), 29(0.96), 31(0.91), 34(0.87), 36(0.81), 38(0.89), 40(0.99), 42(0.96), 44(0.72), 46(0.84), 48(0.76), 50(0.78), 52(0.74), 55(0.81), 56(0.79), 58(0.94), 60(0.84), 62(0.78), 64(0.94), 66(0.70), 68(0.84), 70(0.97), 72(0.75), 75(0.83)
T1588: 2(0.79), 3(0.98), 5(0.80), 7(0.93), 9(0.79), 12(0.81), 14(0.90), 16(0.74), 17(0.92), 19(0.87), 22(0.92), 23(0.78), 25(0.93), 28(0.89), 29(0.90), 31(0.97), 34(0.95), 36(0.99), 38(0.70), 40(0.73), 42(0.74), 44(1.00), 46(0.99), 48(0.84), 50(0.98), 52(0.94), 55(0.81), 56(0.79), 58(0.92), 60(0.92), 62(0.92), 64(0.93), 66(0.79), 68(0.83), 70(0.95), 72(0.91), 75(0.92)
T1589: 2(0.77), 3(0.83), 5(0.72), 7(0.86), 9(0.96), 11(0.78), 14(0.81), 15(1.00), 17(0.75), 19(0.75), 22(0.89), 23(0.89), 25(0.96), 28(0.79), 29(0.84), 31(0.93), 34(0.88), 36(0.82), 38(0.86), 40(0.80), 42(0.97), 44(0.87), 46(0.99), 48(0.75), 51(0.79), 52(0.79), 55(0.73), 56(0.93), 58(0.82), 60(0.92), 62(0.91), 64(0.75), 66(0.99), 68(0.80), 70(0.71), 72(0.78), 75(0.83)
T1590: 2(0.80), 3(0.88), 5(0.93), 7(0.71), 9(0.85), 11(0.78), 14(0.96), 15(0.99), 18(0.76), 20(0.83), 22(0.77), 23(0.95), 25(0.95), 28(0.74), 29(0.88), 31(0.78), 34(0.92), 36(0.80), 38(0.84), 40(0.98), 42(0.90), 44(0.76), 46(0.77), 48(0.73), 50(0.74), 52(0.84), 55(0.73), 56(0.85), 58(0.94), 60(0.73), 62(0.88), 64(0.93), 66(0.87), 68(1.00), 70(0.75), 72(0.97), 75(0.71)
T1591: 2(0.75), 3(0.83), 5(0.99), 7(0.92), 9(0.94), 11(0.94), 13(0.85), 15(0.72), 17(0.78), 19(0.99), 22(0.81), 23(0.86), 26(0.76), 27(0.91), 29(0.96), 31(0.76), 34(0.70), 36(0.87), 38(0.76), 40(0.84), 42(0.86), 44(0.81), 46(0.89), 48(0.95), 50(0.83), 52(0.88), 54(0.76), 56(0.75), 58(1.00), 60(0.76), 62(0.80), 64(0.84), 66(0.73), 68(0.99), 70(0.90), 72(0.75), 75(0.80)
T1592: 2(0.97), 3(0.95), 5(0.73), 7(0.83), 9(0.96), 11(0.94), 13(0.73), 15(0.88), 17(0.99), 19(0.84), 22(0.75), 23(0.82), 26(0.78), 27(0.77), 29(0.75), 31(0.81), 34(0.79), 36(0.75), 38(0.99), 40(1.00), 42(0.92), 44(0.80), 46(0.77), 48(0.85), 50(0.84), 52(0.78), 54(0.88), 56(0.76), 58(0.82), 60(0.80), 62(1.00), 64(0.96), 66(0.80), 68(0.95), 71(0.78), 72(0.81), 75(0.99)
T1593: 2(0.88), 3(0.80), 5(0.85), 7(0.77), 9(0.86), 11(0.87), 14(0.99), 15(0.81), 17(0.96), 19(0.82), 22(0.96), 23(0.73), 26(0.84), 27(0.86), 29(0.85), 31(0.78), 34(0.87), 36(0.75), 38(0.84), 40(0.79), 42(0.85), 44(0.99), 46(0.94), 48(0.92), 50(0.80), 52(0.93), 54(0.98), 56(0.99), 58(0.72), 60(0.91), 62(0.71), 64(0.88), 66(0.98), 68(0.86), 70(0.71), 72(0.84), 75(0.80)
T1594: 2(0.94), 3(0.74), 5(0.72), 7(0.94), 9(0.87), 11(0.96), 13(0.92), 15(0.82), 17(0.99), 19(0.88), 22(0.83), 23(0.97), 26(0.84), 27(0.87), 29(0.97), 31(0.88), 34(0.99), 36(0.95), 38(0.71), 40(0.99), 42(0.89), 44(0.83), 46(0.85), 48(0.81), 50(0.89), 52(0.74), 55(0.76), 56(0.73), 58(0.82), 60(0.86), 62(0.99), 64(0.80), 66(0.98), 68(0.88), 70(0.75), 72(0.93), 75(0.81)
T1595: 2(0.73), 3(0.89), 5(0.77), 7(0.91), 9(0.80), 11(0.84), 13(0.98), 15(0.90), 17(0.73), 19(0.98), 22(0.70), 23(0.97), 26(0.73), 27(0.93), 29(0.89), 31(0.90), 34(0.94), 36(0.84), 38(0.76), 40(0.87), 42(0.82), 44(0.82), 46(0.91), 48(0.96), 51(0.90), 52(0.73), 55(0.84), 56(0.70), 58(0.97), 60(0.76), 62(0.94), 64(0.92), 66(0.85), 68(0.72), 70(0.97), 72(0.97), 75(0.91)
